userName,content,score,thumbsUpCount,reviewCreatedVersion,replyContent,appVersion,date,avod_end
zerØ 100,"라프텔 등급이 베이비, 입문자, 탐험가 등등이 있는데 상위 등급으로 올라갈수록 등급에 따른 혜택이 있나요?",5,0,3.64.0,"안녕하세요, 라프텔 고객센터입니다. 아쉽게도 현재는 별도의 혜택이 없지만, 추후 혜택이 추가될 수 있는 점 참고 바랍니다 :)",3.64.0,2025-04-18 00:39:31,before
김성주,TV연결 성공해서 다시 리뷰 걍 좋음,3,1,,"안녕하세요, 라프텔 고객센터입니다. 고객님께서 만족하셨다니 저희도 기쁘고 보람을 느낍니다. 앞으로도 더 나은 서비스를 제공하기 위해 최선을 다하겠습니다. 감사합니다!",,2025-04-17 23:53:22,before
자는중,전수는 오프라인 저장이 안되는 이유가 있을까요?,5,0,3.64.0,"안녕하세요, 라프텔 고객센터입니다. 라프텔 멤버십을 구독하셨거나 개별 작품의 에피소드를 구매하셨다면, 라프텔 모바일 앱에서 콘텐츠를 다운로드해 언제든지 인터넷 없이 오프라인으로 시청하실 수 있어요. 다만, 모든 콘텐츠가 다운로드 가능한 것은 아니에요. 일부 작품은 콘텐츠 권리사의 정책에 따라 스트리밍으로만 제공되어 다운로드가 어려울 수 있습니다. 다운로드 버튼이 보이지 않는 경우, 해당 콘텐츠는 스트리밍(온라인 감상)만 가능한 작품임을 참고하시기 바랍니다.",3.64.0,2025-04-17 19:40:32,before
이종현,테그의 무료랑 유료를 추가해주시면 감사하겠습니다,4,0,3.64.0,"안녕하세요, 라프텔 고객센터입니다. 소중한 시간을 내어 의견을 남겨주셔서 로 감사드립니다. 고객님의 의견은 담당 부서에 전달하여 서비스 이용 편의를 높일 수 있는 방안을 고려하겠습니다. 앞으로도 더욱 만족스러운 서비스로 보답드릴 수 있도록 최선을 다하겠습니다.",3.64.0,2025-04-17 17:41:46,before
김도윤,맴버십 비싸요,4,1,3.4.0,"안녕하세요, 라프텔 고객센터입니다. 라프텔은 국내 공식 애니메이션 수입사들과의 합법적인 계약을 통해 국내 최대 애니메이션 서비스를 제공하고 있습니다. 멤버십에 가입하시면 포함된 작품을 광고 없이 무제한으로 감상할 수 있습니다. 멤버십 없이도 [광고 보고 무료 보기]를 통해 중간 광고 시청 후 무료로 작품을 감상하실 수 있습니다. [광고 무료] 아이콘이 표시된 작품들은 광고 시청 후 이용 가능합니다. 또한, ‘분분’ 기능을 통해 특정 미션을 수행하면 멤버십 작품 무료 감상 시간을 받을 수 있습니다. 무료 감상 서비스를 제공하기 위해 콘텐츠 수입사와 협의하여 광고 시스템을 운영하고 있는 점 양해 부탁드립니다. 감사합니다.",3.4.0,2025-04-16 19:11:23,before
정연우,soop은 1440p 테스트 스트리머 점차 확대 해가는데 라프텔은 1440p 지원 계획은 없나요?,5,0,3.64.0,"안녕하세요, 라프텔 고객센터입니다. 소중한 시간을 내어 의견을 남겨주셔서 로 감사드립니다. 고객님의 의견은 담당 부서에 전달하여 서비스 이용 편의를 높일 수 있는 방안을 고려하겠습니다. 앞으로도 더욱 만족스러운 서비스로 보답드릴 수 있도록 최선을 다하겠습니다.",3.64.0,2025-04-16 01:10:10,before
쿠키겜튜브,재밋음,5,0,3.64.0,"안녕하세요, 라프텔 고객센터입니다. 고객님께서 만족하셨다니 저희도 기쁘고 보람을 느낍니다. 앞으로도 더 나은 서비스를 제공하기 위해 최선을 다하겠습니다. 감사합니다!",3.64.0,2025-04-15 21:05:01,before
신승민,넷플로 애니를 보다가 애니 폭이 너무 좁은 것 같아서 이번에 라프텔을 이용하게 되었는데 유명하거나 한번 쯤 보고 싶었던 애니가 거의 다 있어서 너무 즐겁게 사용하고 있어요,5,1,3.64.0,"안녕하세요, 라프텔 고객센터입니다. 고객님의 소중한 긍정 리뷰에 진심으로 감사드립니다. 즐거운 경험을 제공할 수 있어 매우 기쁘며, 앞으로도 기대에 부응할 수 있도록 최선을 다하겠습니다. 계속해서 라프텔과 함께해 주세요!",3.64.0,2025-04-15 16:29:40,before
송정태,여러가지 애니 너무 좋아요 😍,5,0,,"안녕하세요, 라프텔 고객센터입니다. 고객님의 소중한 긍정 리뷰에 진심으로 감사드립니다. 즐거운 경험을 제공할 수 있어 매우 기쁘며, 앞으로도 기대에 부응할 수 있도록 최선을 다하겠습니다. 계속해서 라프텔과 함께해 주세요!",,2025-04-15 09:30:41,before
헬더,짱,5,0,,"안녕하세요, 라프텔 고객센터입니다. 고객님께서 만족하셨다니 저희도 기쁘고 보람을 느낍니다. 앞으로도 더 나은 서비스를 제공하기 위해 최선을 다하겠습니다. 감사합니다!",,2025-04-15 05:04:36,before
더기,스샷기능 없어진거 넘 아쉬움,5,0,3.64.0,"안녕하세요, 라프텔 고객센터입니다. 유감스럽게도 라프텔 모바일 앱의 스크린샷 기능은 애니메이션 저작권자의 공중 송신권, 배포권, 2차적 저작물 작성권 등 저작권 침해 가능성이 있어 법적 이유로 제공이 중단되었습니다. 이로 인해 불편을 끼쳐드려 죄송하며 너른 양해 부탁드립니다. 자세한 내용은 공지사항에서 확인 부탁드립니다. ▶︎ https://help.laftel.net/hc/ko/articles/9199749896847",3.64.0,2025-04-15 01:12:23,before
milkyzm,"라프텔 덕분에 최신 애니나 감명 깊은 애니 등을 볼 수 있어 좋습니다. 다만, 2가지 정도 개선할 점에 대해 건의하고 싶습니다. 1. 영상을 보다가 나가면 이어보기가 되지 않아서 불편하더라구요. 이어보기 기능이나 북마크 기능을 추가해주세요. 2. 영상을 10초씩 넘길 수 있는 기능을 추가해주세요. 라프텔을 장기 구독할 수 있도록 꼭 고려해주세요.",5,174,3.64.0,"안녕하세요, 라프텔 고객센터입니다. 소중한 시간을 내어 의견을 남겨주셔서 로 감사드립니다. 고객님의 의견은 담당 부서에 전달하여 서비스 이용 편의를 높일 수 있는 방안을 고려하겠습니다. 앞으로도 더욱 만족스러운 서비스로 보답드릴 수 있도록 최선을 다하겠습니다.",3.64.0,2025-04-14 20:39:28,before
또또TV,테블릿으로 보면 렉이 너무 걸려요....,2,0,3.64.0,"안녕하세요, 라프텔 고객센터입니다. 번거로우시겠지만 사용 중인 기기에서 라프텔 앱을 삭제한 후 최신 버전으로 다시 설치하여 문제가 해결되었는지 확인해 보실 수 있을까요? 그런데도 이슈가 계속된다면, 기기 모델명과 OS 버전 정보와 함께 문제 상황을 찍은 스크린 레코딩을 고객센터로 알려 주시기 바랍니다. ▶︎ 1:1 문의 등록하러 가기: https://help.laftel.net/hc/ko/requests/new",3.64.0,2025-04-14 18:16:05,before
최종운,이런앱이 있는지도 몰랏음,5,0,3.64.0,"안녕하세요, 라프텔 고객센터입니다. 고객님께서 만족하셨다니 저희도 기쁘고 보람을 느낍니다. 앞으로도 더 나은 서비스를 제공하기 위해 최선을 다하겠습니다. 감사합니다!",3.64.0,2025-04-14 12:22:03,before
See In,좋긴한데 폰으로 쓰다 카톡확인하든 뭐한다고 잠깐 내렸다 들어가면 계속 집에 있지도 않은 크롬캐스트 연결한다면서 영상이 안나오는 버그가 있네요 확인바랍니다,5,0,3.64.0,"안녕하세요, 라프텔 고객센터입니다. 번거로우시겠지만 사용 중인 기기에서 라프텔 앱을 삭제한 후 최신 버전으로 다시 설치하여 문제가 해결되었는지 확인해 보실 수 있을까요? 그런데도 이슈가 계속된다면, 기기 모델명과 OS 버전 정보와 함께 문제 상황을 찍은 스크린샷을 고객센터로 알려 주시기 바랍니다. ▶︎ 1:1 문의 등록하러 가기: https://help.laftel.net/hc/ko/requests/new",3.64.0,2025-04-14 02:07:40,before
정의,유료가격이 좀 비싸고. 무료로 보기는 좋아요.,5,0,,"안녕하세요, 라프텔 고객센터입니다. 라프텔은 국내 공식 애니메이션 수입사들과의 합법적인 계약을 통해 국내 최대 애니메이션 서비스를 제공하고 있습니다. 멤버십에 가입하시면 포함된 작품을 광고 없이 무제한으로 감상할 수 있습니다. 멤버십 없이도 [광고 보고 무료 보기]를 통해 중간 광고 시청 후 무료로 작품을 감상하실 수 있습니다. [광고 무료] 아이콘이 표시된 작품들은 광고 시청 후 이용 가능합니다. 또한, ‘분분’ 기능을 통해 특정 미션을 수행하면 멤버십 작품 무료 감상 시간을 받을 수 있습니다. 무료 감상 서비스를 제공하기 위해 콘텐츠 수입사와 협의하여 광고 시스템을 운영하고 있는 점 양해 부탁드립니다. 감사합니다.",,2025-04-13 14:35:37,before
제임스이,조금만 깍아주시요,5,0,3.64.0,"안녕하세요, 라프텔 고객센터입니다. 고객님께서 만족하셨다니 저희도 기쁘고 보람을 느낍니다. 앞으로도 더 나은 서비스를 제공하기 위해 최선을 다하겠습니다. 감사합니다!",3.64.0,2025-04-13 14:25:49,before
ddd lee,아니 돈주고하는데 재생오류가 아직도 안고쳐지면 어쩌나요 에피소드를 불러오는데 실패했습니다 ExoplaybackException 자꾸떠요 ;;,1,0,3.64.0,"안녕하세요, 라프텔 고객센터입니다. 라프텔은 인터넷 기반 디지털 콘텐츠 스트리밍 서비스이므로, 고객님께서 이용하는 기기 사양, 네트워크 환경, 통신 서비스 업체 등 다양한 조건에 따라 영상 재생 문제가 발생할 수 있습니다. 아래 자세한 도움말 참고하시어 문제 해결해 보시기 바랍니다. ▶︎ 안드로이드 스마트폰 및 태블릿에서 라프텔 앱 재생 문제 해결 방법: https://help.laftel.net/hc/ko/articles/10083361604879",3.64.0,2025-04-13 09:26:57,before
김까치 (Thorn),"멤버쉽이어도 추가결제 있는 영화판 같은거 있으니까 참고하세요. 부족한게 없는건 아닌데, 애니메이션 이렇게 한 스트리밍 사이트에 2000개 이상 모여서 보기 좋음. 재밌게 보고 있습니다.",1,1,3.51.0,"안녕하세요, 라프텔 고객센터입니다. 콘텐츠 권리사의 요청에 따라 멤버십에서 제외되는 일부 작품(최신작, 극장판 등)이 있을 수 있습니다. 따라서, 작품에 따라 멤버십을 이용 중이더라도 별도로 대여 또는 소장 구매가 필요한 콘텐츠가 있을 수 있습니다. 이 점 양해 부탁드립니다.",3.51.0,2025-04-13 07:49:22,before
김태형,다좋은데 광고가 너무 많음 화질은 맴버쉽활성화 때문이라고해도 5분에 한번 30초광고는 선을 넘는거 아닌가 싶음,3,0,3.64.0,"안녕하세요, 라프텔 고객센터입니다. 라프텔은 국내 공식 애니메이션 수입사들과의 합법적인 계약을 통해 국내 최대 애니메이션 서비스를 제공하고 있습니다. 현재 작품 재생 시간 4분마다 광고가 1개씩 나오는 방식으로 운영되고 있습니다. 오프닝과 엔딩을 제외하면 평균적으로 1화당 4~5회 정도 광고가 나올 수 있습니다. 이는 여러분께 무료 감상 서비스를 제공하기 위해 콘텐츠 권리사와 협의한 결과이며, 광고의 길이에 따라 차이가 있을 수 있습니다. 감상 경험을 높이기 위한 최적화 노력을 지속하고 있으니, 여러분의 양해와 이해를 부탁드립니다.",3.64.0,2025-04-13 04:57:59,before
문승기,다양한 장르 보기가편합니다,5,0,3.64.0,"안녕하세요, 라프텔 고객센터입니다. 고객님께서 만족하셨다니 저희도 기쁘고 보람을 느낍니다. 앞으로도 더 나은 서비스를 제공하기 위해 최선을 다하겠습니다. 감사합니다!",3.64.0,2025-04-12 21:57:39,before
mas,판권 만료애니들도 좀 더 부활바래요,4,0,3.64.0,"안녕하세요, 라프텔 고객센터입니다. 현재 해당 작품의 서비스는 어렵지만, 더 다양한 애니메이션을 확보하여 고객님께 만족을 드릴 수 있도록 최선을 다하겠습니다. 아울러, 보고 싶은 작품을 제안해 주시면, 소중한 의견으로 받아들여 세심히 검토하겠습니다. ▶︎ 라프텔에 보고 싶은 작품 제안하기: https://laftel.net/form/request/new-item",3.64.0,2025-04-11 21:42:25,before
푸리나,최고의 애니 사이트,5,0,,"안녕하세요, 라프텔 고객센터입니다. 고객님의 소중한 긍정 리뷰에 진심으로 감사드립니다. 즐거운 경험을 제공할 수 있어 매우 기쁘며, 앞으로도 기대에 부응할 수 있도록 최선을 다하겠습니다. 계속해서 라프텔과 함께해 주세요!",,2025-04-11 20:30:04,before
최승호,보고싶다고 신청한 애니가 몇개 잇는디 한개도 라프텔에 등록을 안시켜줫어요 ㅠㅠ,5,0,3.64.0,"안녕하세요, 라프텔 고객센터입니다. 현재 라프텔에서 서비스되지 않는 애니메이션은 판권 확보 전까지 제공이 어려운 점 양해 부탁드립니다. 보고 싶은 작품을 제안해 주시면, 소중한 의견으로 받아들여 세심히 검토하겠습니다. ▶︎ 라프텔에 보고 싶은 작품을 제안하기: https://laftel.net/form/request/new-item",3.64.0,2025-04-11 14:43:03,before
ᄉᄌ,대한민국 유일 애니 스트리밍 어플! 최고입니다!!,5,0,3.64.0,"안녕하세요, 라프텔 고객센터입니다. 고객님의 소중한 긍정 리뷰에 진심으로 감사드립니다. 즐거운 경험을 제공할 수 있어 매우 기쁘며, 앞으로도 기대에 부응할 수 있도록 최선을 다하겠습니다. 계속해서 라프텔과 함께해 주세요!",3.64.0,2025-04-10 21:14:56,before
아폴,국내 ip로만되는지 해외에서는 볼수가없네요 ㅠㅠ,4,0,3.64.0,"안녕하세요, 라프텔 고객센터입니다. 라프텔은 국내 판권 계약을 기반으로 콘텐츠를 제공하고 있어, 대한민국 외의 국가에서는 서비스를 이용하실 수 없습니다. 이용 중이신 지역에서는 해당 국가의 현지 판권을 기반으로 한 서비스를 이용해 주시기 바랍니다.",3.64.0,2025-04-10 16:21:33,before
윈탠,애니는 라프텔,5,0,3.64.0,"안녕하세요, 라프텔 고객센터입니다. 고객님께서 만족하셨다니 저희도 기쁘고 보람을 느낍니다. 앞으로도 더 나은 서비스를 제공하기 위해 최선을 다하겠습니다. 감사합니다!",3.64.0,2025-04-09 23:58:40,before
클효진,로그인이 안되요 다른사람들이 말한 똑같은 사유,1,0,3.64.0,"안녕하세요, 라프텔 고객센터입니다. 로그인 과정에서 어려움을 겪고 계신가요? 문제 해결을 위해 이용 중인 계정 정보와 함께 문제 상황을 스크린샷으로 캡처하여 고객센터에 상세히 알려주시기 바랍니다. ▶︎ 문의 등록하러 가기: https://help.laftel.net/hc/ko/requests/new?ticket_form_id=9991033579663",3.64.0,2025-04-09 22:43:09,before
이채연,미국에 사는데 무료로 볼 수 있는 것들도 보고 나서 결제를하더닞 할려고 깔았는데요 미국에서 사는 사람은 본인인증할때 미국 번호를 못 넣는데 어떻게 하라는 건가요 혹시 이것좀 고쳐주시면 안될까요 한국 번호가 없는사람은 정말 슬퍼요ㅠ,2,0,3.64.0,"안녕하세요, 라프텔 고객센터입니다. 라프텔은 국내 판권 계약을 기반으로 콘텐츠를 제공하고 있어, 대한민국 외의 국가에서는 서비스를 이용하실 수 없습니다. 이용 중이신 지역에서는 해당 국가의 현지 판권을 기반으로 한 서비스를 이용해 주시기 바랍니다.",3.64.0,2025-04-09 12:25:30,before
전명현,프리미엄 가격에 비해 좋아 4개월 째 사용중이예요,5,0,3.64.0,"안녕하세요, 라프텔 고객센터입니다. 고객님의 긍정적인 피드백에 진심으로 감사드립니다! 저희 서비스가 만족스러우셨다니 정말 기쁩니다. 앞으로도 더 많은 즐거움을 드릴 수 있도록 최선을 다하겠습니다.",3.64.0,2025-04-09 00:26:53,before
권선재,걍 좋아요,5,0,3.64.0,"안녕하세요, 라프텔 고객센터입니다. 고객님께서 만족하셨다니 저희도 기쁘고 보람을 느낍니다. 앞으로도 더 나은 서비스를 제공하기 위해 최선을 다하겠습니다. 감사합니다!",3.64.0,2025-04-07 20:46:53,before
Pascal Seo,대체로 깔끔한 환경이 맘에들어요.,4,0,3.64.0,"안녕하세요, 라프텔 고객센터입니다. 고객님의 소중한 긍정 리뷰에 진심으로 감사드립니다. 즐거운 경험을 제공할 수 있어 매우 기쁘며, 앞으로도 기대에 부응할 수 있도록 최선을 다하겠습니다. 계속해서 라프텔과 함께해 주세요!",3.64.0,2025-04-07 04:14:24,before
임한순,최근에 라프텔을 시작한 유저인데 퀘스트를 깨면 제한시간동안 무료로 멤버쉽을 사용가능한 덕분에 돈을 사용하지 않고도 재밌게 사용하였습니다 또한 광고무료 작품들도 재밌게 시청했습니당,5,0,3.64.0,"안녕하세요, 라프텔 고객센터입니다. 고객님의 소중한 긍정 리뷰에 진심으로 감사드립니다. 즐거운 경험을 제공할 수 있어 매우 기뻐요. 계속해서 라프텔과 함께해 주세요!",3.64.0,2025-04-06 18:10:09,before
윤호남,정말 좋아요,5,0,3.64.0,"안녕하세요, 라프텔 고객센터입니다. 고객님께서 만족하셨다니 저희도 기쁘고 보람을 느낍니다. 앞으로도 더 나은 서비스를 제공하기 위해 최선을 다하겠습니다. 감사합니다!",3.64.0,2025-04-06 13:22:13,before
박시아,보고싶은 애니들이 다 멤버십 사야 볼수있어서 불편하네요,4,0,3.64.0,"안녕하세요, 라프텔 고객센터입니다. 라프텔은 국내 공식 애니메이션 수입사들과의 합법적인 계약을 통해 국내 최대 애니메이션 서비스를 제공하고 있습니다. 멤버십에 가입하시면 포함된 작품을 광고 없이 무제한으로 감상할 수 있습니다. 멤버십 없이도 [광고 보고 무료 보기]를 통해 중간 광고 시청 후 무료로 작품을 감상하실 수 있습니다. [광고 무료] 아이콘이 표시된 작품들은 광고 시청 후 이용 가능합니다. 또한, ‘분분’ 기능을 통해 특정 미션을 수행하면 멤버십 작품 무료 감상 시간을 받을 수 있습니다. 무료 감상 서비스를 제공하기 위해 콘텐츠 수입사와 협의하여 광고 시스템을 운영하고 있는 점 양해 부탁드립니다. 감사합니다.",3.64.0,2025-04-06 09:56:30,before
김서준,닥치고 봐,5,0,,"안녕하세요, 라프텔 고객센터입니다. 고객님께서 만족하셨다니 저희도 기쁘고 보람을 느낍니다. 앞으로도 더 나은 서비스를 제공하기 위해 최선을 다하겠습니다. 감사합니다!",,2025-04-06 09:08:13,before
김영환,굿,5,2,3.64.0,"안녕하세요, 라프텔 고객센터입니다. 고객님께서 만족하셨다니 저희도 기쁘고 보람을 느낍니다. 앞으로도 더 나은 서비스를 제공하기 위해 최선을 다하겠습니다. 감사합니다!",3.64.0,2025-04-05 20:28:07,before
유호,아주 좋은데요 그.. 가격이 너뮤 비싸요..,5,0,,"안녕하세요, 라프텔 고객센터입니다. 라프텔은 국내 공식 애니메이션 수입사들과의 합법적인 계약을 통해 국내 최대 애니메이션 서비스를 제공하고 있습니다. 멤버십에 가입하시면 포함된 작품을 광고 없이 무제한으로 감상할 수 있습니다. 멤버십 없이도 [광고 보고 무료 보기]를 통해 중간 광고 시청 후 무료로 작품을 감상하실 수 있습니다. [광고 무료] 아이콘이 표시된 작품들은 광고 시청 후 이용 가능합니다. 또한, ‘분분’ 기능을 통해 특정 미션을 수행하면 멤버십 작품 무료 감상 시간을 받을 수 있습니다. 무료 감상 서비스를 제공하기 위해 콘텐츠 수입사와 협의하여 광고 시스템을 운영하고 있는 점 양해 부탁드립니다. 감사합니다.",,2025-04-05 18:30:14,before
고은석,19세 아님 광고길어 차라리 유투부를 봤습니다!,1,0,3.64.0,"안녕하세요, 라프텔 고객센터입니다. 라프텔은 국내 공식 애니메이션 수입사들과의 합법적인 계약을 통해 국내 최대 애니메이션 서비스를 제공하고 있습니다. 멤버십에 가입하시면 포함된 작품을 광고 없이 무제한으로 감상할 수 있습니다. 멤버십 없이도 [광고 보고 무료 보기]를 통해 중간 광고 시청 후 무료로 작품을 감상하실 수 있습니다. [광고 무료] 아이콘이 표시된 작품들은 광고 시청 후 이용 가능합니다. 또한, ‘분분’ 기능을 통해 특정 미션을 수행하면 멤버십 작품 무료 감상 시간을 받을 수 있습니다. 무료 감상 서비스를 제공하기 위해 콘텐츠 수입사와 협의하여 광고 시스템을 운영하고 있는 점 양해 부탁드립니다. 감사합니다.",3.64.0,2025-04-04 22:09:47,before
남기준,굿,5,0,3.64.0,"안녕하세요, 라프텔 고객센터입니다. 고객님께서 만족하셨다니 저희도 기쁘고 보람을 느낍니다. 앞으로도 더 나은 서비스를 제공하기 위해 최선을 다하겠습니다. 감사합니다!",3.64.0,2025-04-03 19:01:18,before
이동훈,오류인지는 모르겠으나 애니 이어보기 하면 처음부터 재생됩니다 시청이 중단된 부분부터 재생된다면 더 쾌적하게 이용 가능할것 같습니다 라프텔 포인트 5000p를 결제 했는데 오류로 인해 3번이 더 결제가 되었는데 바로 환불 되어 정말 좋았습니다,5,0,3.64.0,"안녕하세요, 라프텔 고객센터입니다. 이용에 불편을 드려 죄송합니다. 재생 종료 시점이 기록되지 않은 것으로 보입니다. 해당 이슈를 담당 부서에 전달하여 수정 요청하였습니다. 다만, 수정까지는 다소 시간이 소요될 수 있는 점 양해 부탁드립니다. 그동안 재생 종료 시점이 기록될 수 있도록, 재생 중에는 앱을 백그라운드에서 강제 종료하지 마시고, 플레이어 좌측 상단의 [X] 버튼을 눌러 재생을 종료한 후 앱을 종료해 주시기 바랍니다.",3.64.0,2025-04-03 18:07:32,before
김영준,굿,5,0,3.64.0,"안녕하세요, 라프텔 고객센터입니다. 고객님께서 만족하셨다니 저희도 기쁘고 보람을 느낍니다. 앞으로도 더 나은 서비스를 제공하기 위해 최선을 다하겠습니다. 감사합니다!",3.64.0,2025-04-02 23:52:02,before
박하나,좋아요,5,0,3.64.0,"안녕하세요, 라프텔 고객센터입니다. 고객님께서 만족하셨다니 저희도 기쁘고 보람을 느낍니다. 앞으로도 더 나은 서비스를 제공하기 위해 최선을 다하겠습니다. 감사합니다!",3.64.0,2025-04-02 19:54:31,before
박지원,굳,4,0,3.64.0,"안녕하세요, 라프텔 고객센터입니다. 고객님께서 만족하셨다니 저희도 기쁘고 보람을 느낍니다. 앞으로도 더 나은 서비스를 제공하기 위해 최선을 다하겠습니다. 감사합니다!",3.64.0,2025-04-01 21:46:29,before
손진,애니는 라프텔,5,0,3.64.0,"안녕하세요, 라프텔 고객센터입니다. 고객님께서 만족하셨다니 저희도 기쁘고 보람을 느낍니다. 앞으로도 더 나은 서비스를 제공하기 위해 최선을 다하겠습니다. 감사합니다!",3.64.0,2025-04-01 19:43:04,before
잘자요맨,잘 쓰고 있습니다 다만 더블탭으로 넘길때 10초뿐만 아니라 5초넘김도 만들어주세요,5,0,3.64.0,"안녕하세요, 라프텔 고객센터입니다. 소중한 시간을 내어 의견을 남겨주셔서 로 감사드립니다. 고객님의 의견은 담당 부서에 전달하여 서비스 이용 편의를 높일 수 있는 방안을 고려하겠습니다. 앞으로도 더욱 만족스러운 서비스로 보답드릴 수 있도록 최선을 다하겠습니다.",3.64.0,2025-03-31 22:51:23,before
앨론,프로필선택에서 입구컷 당했어요...아무것도 안뜨는데 선택하라네요...,1,0,3.64.0,"안녕하세요, 라프텔 고객센터입니다. 라프텔 로그인하여 정상적으로 프로필 선택하고 서비스 이용 가능한 점 확인됩니다. 앱에서 로그아웃하고 다시 로그인해 봐주시기 바랍니다. 로그인 과정에서 어려움을 겪고 계신가요? 문제 해결을 위해 이용 중인 계정 정보와 함께 문제 상황을 스크린샷으로 캡처하여 고객센터에 상세히 알려주시기 바랍니다. ▶︎ 문의 등록하러 가기: https://help.laftel.net/hc/ko/requests/new?ticket_form_id=9991033579663",3.64.0,2025-03-31 21:59:36,before
김혜원,좋아요 잘보고있습니다 그런데 같은 작품인데 다른 시즌을 볼 때 매번 검색해야 하는게 불편해요 다른 ott처럼 한 시즌 마지막화를 보면 바로 다음시즌 첫화로 넘어갈 수 있으면 편할 것 같습니다. 그래서 검색하면 작품 하나만 나올 수 있게요. 검색할때마다 1 2 3 4 이렇게 순서대로 나오는것도 아니고 뒤죽박죽이라 찾기 헷갈려요 자막/더빙도 나눠져있어서 더헷갈림,4,5,3.64.0,"안녕하세요, 라프텔 고객센터입니다. 소중한 시간을 내어 의견을 남겨주셔서 로 감사드립니다. 고객님의 의견은 담당 부서에 전달하여 서비스 이용 편의를 높일 수 있는 방안을 고려하겠습니다. 앞으로도 더욱 만족스러운 서비스로 보답드릴 수 있도록 최선을 다하겠습니다.",3.64.0,2025-03-30 21:57:25,before
조라인,괜찮은 앱이네요,5,0,3.64.0,"안녕하세요, 라프텔 고객센터입니다. 고객님께서 만족하셨다니 저희도 기쁘고 보람을 느낍니다. 앞으로도 더 나은 서비스를 제공하기 위해 최선을 다하겠습니다. 감사합니다!",3.64.0,2025-03-30 18:01:30,before
전현진,어지간한건 다 있어 좋습니다,5,0,3.64.0,"안녕하세요, 라프텔 고객센터입니다. 고객님의 소중한 긍정 리뷰에 진심으로 감사드립니다. 즐거운 경험을 제공할 수 있어 매우 기쁘며, 앞으로도 기대에 부응할 수 있도록 최선을 다하겠습니다. 계속해서 라프텔과 함께해 주세요!",3.64.0,2025-03-30 09:10:24,before
이지은,네웹이랑 짝짝쿵하는 곳,1,0,,"안녕하세요, 라프텔 고객센터입니다. 라프텔 서비스 만족을 드리지 못해 유감입니다. 어떤 점이 불편하셨는지, 기대하시는 개선 사항을 구체적으로 말씀해 주시면 감사하겠습니다. 고객님의 소중한 의견은 라프텔의 성장에 큰 힘이 됩니다. 더 나은 서비스를 제공하기 위해 최선을 다하겠습니다. 소중한 의견을 토대로 더 나은 서비스를 제공하기 위해 최선을 다하겠습니다. ▶︎ 자세히 피드백 보내기: https://help.laftel.net/hc/ko/requests/new",,2025-03-30 00:14:03,before
이성옥,재밌다,5,0,,"안녕하세요, 라프텔 고객센터입니다. 고객님께서 만족하셨다니 저희도 기쁘고 보람을 느낍니다. 앞으로도 더 나은 서비스를 제공하기 위해 최선을 다하겠습니다. 감사합니다!",,2025-03-29 21:02:25,before
김우진,진짜 무검열판도 아닌데 검열없는거 보고 울었습니다,5,0,3.64.0,"안녕하세요, 라프텔 고객센터입니다. 고객님의 소중한 긍정 리뷰에 진심으로 감사드립니다. 즐거운 경험을 제공할 수 있어 매우 기쁘며, 앞으로도 기대에 부응할 수 있도록 최선을 다하겠습니다. 계속해서 라프텔과 함께해 주세요!",3.64.0,2025-03-29 19:16:19,before
이창빈,최고수준 높은 앱스토어,5,0,3.64.0,"안녕하세요, 라프텔 고객센터입니다. 고객님께서 만족하셨다니 저희도 기쁘고 보람을 느낍니다. 앞으로도 더 나은 서비스를 제공하기 위해 최선을 다하겠습니다. 감사합니다!",3.64.0,2025-03-29 15:39:11,before
조민,돈안아깝다,5,0,3.64.0,"안녕하세요, 라프텔 고객센터입니다. 고객님께서 만족하셨다니 저희도 기쁘고 보람을 느낍니다. 앞으로도 더 나은 서비스를 제공하기 위해 최선을 다하겠습니다. 감사합니다!",3.64.0,2025-03-28 21:56:26,before
림버스할꺼야,굿,5,0,,"안녕하세요, 라프텔 고객센터입니다. 고객님께서 만족하셨다니 저희도 기쁘고 보람을 느낍니다. 앞으로도 더 나은 서비스를 제공하기 위해 최선을 다하겠습니다. 감사합니다!",,2025-03-28 00:31:11,before
Chapter Jhon,좋아요,5,0,3.64.0,"안녕하세요, 라프텔 고객센터입니다. 고객님께서 만족하셨다니 저희도 기쁘고 보람을 느낍니다. 앞으로도 더 나은 서비스를 제공하기 위해 최선을 다하겠습니다. 감사합니다!",3.64.0,2025-03-27 22:29:54,before
많이미친아이,5점.,5,0,3.64.0,"안녕하세요, 라프텔 고객센터입니다. 고객님께서 만족하셨다니 저희도 기쁘고 보람을 느낍니다. 앞으로도 더 나은 서비스를 제공하기 위해 최선을 다하겠습니다. 감사합니다!",3.64.0,2025-03-27 20:10:26,before
안태후,사랑함니다,5,0,3.63.0,"안녕하세요, 라프텔 고객센터입니다. 고객님의 소중한 긍정 리뷰에 진심으로 감사드립니다. 즐거운 경험을 제공할 수 있어 매우 기쁘며, 앞으로도 기대에 부응할 수 있도록 최선을 다하겠습니다. 계속해서 라프텔과 함께해 주세요!",3.63.0,2025-03-27 02:33:50,before
